player,season,team,overall,attack,defense,base_overall,podium_finish,era_boost,rating_source,photo
Julio Salinas,1986,Spain,81,68,54,81,—,0.0,fivethirtyeight_zstats,
Goikoetxea,1986,Spain,79,65,70,79,—,0.0,fivethirtyeight_zstats,
Eloy Olaya,1986,Spain,78,65,51,78,—,0.0,fivethirtyeight_zstats,
Francisco,1986,Spain,77,65,54,77,—,0.0,fivethirtyeight_zstats,
Julio Alberto,1986,Spain,76,65,56,76,—,0.0,fivethirtyeight_zstats,
Manuel Lopes da Silva Tomas,1986,Spain,76,64,59,76,—,0.0,fivethirtyeight_zstats,
Andoni Zubizarreta,1986,Spain,87,14,91,75,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/zubizarreta-andoni.avif
Juan Senor,1986,Spain,74,61,52,74,—,0.0,fivethirtyeight_zstats,
Antonio Maceda,1986,Spain,73,56,54,73,—,0.0,fivethirtyeight_zstats,
Chendo,1986,Spain,85,71,81,73,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/chendo.avif
Rafael Gordillo,1986,Spain,86,78,72,72,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/gordillo-rafael.avif
Tomas Reñones,1986,Spain,72,57,52,72,—,0.0,fivethirtyeight_zstats,
Igor Belanov,1986,USSR,93,86,65,93,—,0.0,fivethirtyeight_zstats,
Ivan Yaremchuk,1986,USSR,87,82,63,87,—,0.0,fivethirtyeight_zstats,
Oleg Kuznetzov,1986,USSR,87,67,85,87,—,0.0,fivethirtyeight_zstats,
Sergei Rodionov,1986,USSR,84,71,59,84,—,0.0,fivethirtyeight_zstats,
Vassili Rats,1986,USSR,84,78,64,84,—,0.0,fivethirtyeight_zstats,
Aleksandr Zavarov,1986,USSR,82,77,60,82,—,0.0,fivethirtyeight_zstats,
Vladimir Bessonov,1986,USSR,82,65,75,82,—,0.0,fivethirtyeight_zstats,
Pavel Yakovenko,1986,USSR,81,70,71,81,—,0.0,fivethirtyeight_zstats,
Sergey Aleinikov,1986,USSR,81,72,73,81,—,0.0,fivethirtyeight_zstats,
Anatoli Demyanenko,1986,USSR,79,68,69,79,—,0.0,fivethirtyeight_zstats,
Vadym Yevtushenko,1986,USSR,79,67,53,79,—,0.0,fivethirtyeight_zstats,
Andrei Bal,1986,USSR,77,64,61,77,—,0.0,fivethirtyeight_zstats,
Nikolay Larionov,1986,USSR,77,64,65,77,—,0.0,fivethirtyeight_zstats,
Oleh Blokhin,1986,USSR,77,62,53,77,—,0.0,fivethirtyeight_zstats,
Gennadiy Lytovchenko,1986,USSR,76,63,52,76,—,0.0,fivethirtyeight_zstats,
Aleksandr Bubnov,1986,USSR,75,55,61,75,—,0.0,fivethirtyeight_zstats,
Rinat Dasayev,1986,USSR,75,10,75,75,—,0.0,fivethirtyeight_zstats,
Gennadiy Morozov,1986,USSR,74,56,59,74,—,0.0,fivethirtyeight_zstats,
Oleg Protasov,1986,USSR,72,56,51,72,—,0.0,fivethirtyeight_zstats,
Viktor Chanov,1986,USSR,71,10,71,71,—,0.0,fivethirtyeight_zstats,
Enzo Francescoli,1986,Uruguay,87,89,62,87,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/francescoli-enzo.avif
Nelson Gutierrez,1986,Uruguay,84,66,79,84,—,0.0,fivethirtyeight_zstats,
Venancio Ariel Ramos,1986,Uruguay,84,77,53,84,—,0.0,fivethirtyeight_zstats,
Sergio Rodolfo Santín,1986,Uruguay,81,72,56,81,—,0.0,fivethirtyeight_zstats,
Antonio Alzamendi,1986,Uruguay,79,65,53,79,—,0.0,fivethirtyeight_zstats,
Victor Hugo Diogo,1986,Uruguay,79,68,66,79,—,0.0,fivethirtyeight_zstats,
Wilmar Cabrera,1986,Uruguay,77,60,64,77,—,0.0,fivethirtyeight_zstats,
Alfonso Pereira,1986,Uruguay,76,59,66,76,—,0.0,fivethirtyeight_zstats,
Eduardo Mario Acevedo,1986,Uruguay,75,58,64,75,—,0.0,fivethirtyeight_zstats,
Fernando Alvez,1986,Uruguay,74,10,74,74,—,0.0,fivethirtyeight_zstats,
Jorge Orosmán da Silva Echeverrito,1986,Uruguay,74,64,49,74,—,0.0,fivethirtyeight_zstats,
Miguel Angel Bossio,1986,Uruguay,74,60,58,74,—,0.0,fivethirtyeight_zstats,
Eliseo Rivero,1986,Uruguay,73,57,55,73,—,0.0,fivethirtyeight_zstats,
Jorge Wálter Barrios,1986,Uruguay,73,58,58,73,—,0.0,fivethirtyeight_zstats,
José Alberto Batista,1986,Uruguay,73,58,53,73,—,0.0,fivethirtyeight_zstats,
Mario Saralegui,1986,Uruguay,73,59,50,73,—,0.0,fivethirtyeight_zstats,
José Zalazar,1986,Uruguay,72,57,50,72,—,0.0,fivethirtyeight_zstats,
Ruben Walter Paz Marquez,1986,Uruguay,85,85,60,72,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/paz-ruben.avif
Klaus Allofs,1986,West Germany,86,81,56,86,Runner-up,0.0,fivethirtyeight_zstats,
Rudi Völler,1986,West Germany,87,84,69,85,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/voller-rudi.avif
Lothar Matthäus,1986,West Germany,91,86,80,84,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/matthaus-lothar.avif
Hans-Peter Briegel,1986,West Germany,86,77,84,83,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/briegel-hans-peter.avif
Felix Magath,1986,West Germany,86,84,66,83,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/magath-felix.avif
Karl-Heinz Rummenigge,1986,West Germany,91,86,68,81,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/rummenigge-karlheinz.avif
Andreas Brehme,1986,West Germany,89,80,78,80,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/brehme-andreas.avif
Karlheinz Förster,1986,West Germany,88,73,90,80,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/forster-karl-heinz.avif
Norbert Eder,1986,West Germany,80,70,69,80,Runner-up,0.0,fivethirtyeight_zstats,
Ditmar Jakobs,1986,West Germany,79,60,74,79,Runner-up,0.0,fivethirtyeight_zstats,
Thomas Berthold,1986,West Germany,85,74,84,79,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/berthold-thomas.avif
Klaus Augenthaler,1986,West Germany,87,76,85,75,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/augenthaler-klaus.avif
Pierre Littbarski,1986,West Germany,88,88,59,75,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/littbarski-pierre.avif
Harald Anton Schumacher,1986,West Germany,75,61,50,75,Runner-up,0.0,fivethirtyeight_zstats,
Dieter Hoeness,1986,West Germany,73,55,55,73,Runner-up,0.0,fivethirtyeight_zstats,
Matthias Herget,1986,West Germany,72,56,51,72,Runner-up,0.0,fivethirtyeight_zstats,
Wolfgang Rolff,1986,West Germany,73,56,55,73,Runner-up,0.0,fivethirtyeight_zstats,
Diego Maradona,1990,Argentina,98,91,66,85,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/maradona-diego.avif
Juan Simon,1990,Argentina,83,64,79,83,Runner-up,0.0,fivethirtyeight_zstats,
José Basualdo,1990,Argentina,82,72,74,82,Runner-up,0.0,fivethirtyeight_zstats,
Claudio Caniggia,1990,Argentina,85,85,60,82,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/caniggia.avif
Jorge Luis Burruchaga,1990,Argentina,86,84,67,81,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/burruchaga-jorge.avif
Jose Serrizuela,1990,Argentina,79,62,70,79,Runner-up,0.0,fivethirtyeight_zstats,
Julio Olarticoechea,1990,Argentina,83,76,78,75,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/olarticoechea-julio.avif
Oscar Ruggeri,1990,Argentina,87,72,90,76,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/ruggeri-oscar.avif
Pedro Troglio,1990,Argentina,76,65,55,76,Runner-up,0.0,fivethirtyeight_zstats,
Ricardo Giusti,1990,Argentina,75,60,61,75,Runner-up,0.0,fivethirtyeight_zstats,
Nestor Lorenzo,1990,Argentina,74,56,59,74,Runner-up,0.0,fivethirtyeight_zstats,
Sergio Batista,1990,Argentina,84,73,79,74,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/batista-sergio.avif
Gabriel Calderon,1990,Argentina,73,59,51,73,Runner-up,0.0,fivethirtyeight_zstats,
Pedro Monzon,1990,Argentina,74,57,58,74,Runner-up,0.0,fivethirtyeight_zstats,
Abel Balbo,1990,Argentina,85,82,65,72,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/balbo-abel.avif
Gustavo Dezotti,1990,Argentina,73,57,51,73,Runner-up,0.0,fivethirtyeight_zstats,
Nestor Sensini,1990,Argentina,84,70,87,72,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/sensini-nestor-roberto.avif
Néstor Fabbri,1990,Argentina,72,55,53,72,Runner-up,0.0,fivethirtyeight_zstats,
Sergio Goycochea,1990,Argentina,84,14,86,72,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/goycochea-sergio.avif
Nery Pumpido,1990,Argentina,84,14,87,71,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/nery-pumpido.avif
Sergio Goicoechea,1990,Argentina,71,10,74,71,Runner-up,0.0,fivethirtyeight_zstats,
Robert Pecl,1990,Austria,85,66,84,85,—,0.0,fivethirtyeight_zstats,
Andreas Herzog,1990,Austria,84,79,65,84,—,0.0,fivethirtyeight_zstats,
Gerhard Rodax,1990,Austria,83,70,54,83,—,0.0,fivethirtyeight_zstats,
Andreas Ogris,1990,Austria,82,76,54,82,—,0.0,fivethirtyeight_zstats,
Anton Pfeffer,1990,Austria,81,62,78,81,—,0.0,fivethirtyeight_zstats,
Ernst Aigner,1990,Austria,80,68,73,80,—,0.0,fivethirtyeight_zstats,
Kurt Russ,1990,Austria,77,62,63,77,—,0.0,fivethirtyeight_zstats,
Michael Streiter,1990,Austria,77,66,60,77,—,0.0,fivethirtyeight_zstats,
Toni Polster,1990,Austria,77,64,55,77,—,0.0,fivethirtyeight_zstats,
Alfred Hörtnagl,1990,Austria,76,60,63,76,—,0.0,fivethirtyeight_zstats,
Manfred Zsak,1990,Austria,76,65,61,76,—,0.0,fivethirtyeight_zstats,
Klaus Lindenberger,1990,Austria,75,10,75,75,—,0.0,fivethirtyeight_zstats,
Peter Artner,1990,Austria,74,57,57,74,—,0.0,fivethirtyeight_zstats,
Peter Schöttel,1990,Austria,74,59,58,74,—,0.0,fivethirtyeight_zstats,
Manfred Linzmaier,1990,Austria,73,58,53,73,—,0.0,fivethirtyeight_zstats,
Andreas Reisinger,1990,Austria,71,56,50,71,—,0.0,fivethirtyeight_zstats,
Enzo Scifo,1990,Belgium,85,85,66,89,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/scifo-enzo.avif
Michel De Wolf,1990,Belgium,85,72,80,85,—,0.0,fivethirtyeight_zstats,
Stephane Auguste Demol,1990,Belgium,84,64,81,84,—,0.0,fivethirtyeight_zstats,
Jan Ceulemans,1990,Belgium,86,85,77,83,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/ceulemans-jan.avif
Marc Degryse,1990,Belgium,83,70,58,83,—,0.0,fivethirtyeight_zstats,
Franky Van Der Elst,1990,Belgium,81,72,75,81,—,0.0,fivethirtyeight_zstats,
Leo Clijsters,1990,Belgium,81,61,74,81,—,0.0,fivethirtyeight_zstats,
Eric Gerets,1990,Belgium,86,74,84,78,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/gerets-eric.avif
Marc Jozef Emmers,1990,Belgium,76,61,61,76,—,0.0,fivethirtyeight_zstats,
Bruno Versavel,1990,Belgium,75,63,58,75,—,0.0,fivethirtyeight_zstats,
Georges Serge Grün,1990,Belgium,75,57,60,75,—,0.0,fivethirtyeight_zstats,
Michel Preud'homme,1990,Belgium,87,14,91,75,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/preudhomme-michel.avif
Patrick Vervoort,1990,Belgium,75,60,54,75,—,0.0,fivethirtyeight_zstats,
Lorenzo Staelens,1990,Belgium,74,58,56,74,—,0.0,fivethirtyeight_zstats,
Marc Van Der Linden,1990,Belgium,74,58,51,74,—,0.0,fivethirtyeight_zstats,
Philiipe Albert,1990,Belgium,74,55,59,74,—,0.0,fivethirtyeight_zstats,
Nico Claesen,1990,Belgium,72,55,50,72,—,0.0,fivethirtyeight_zstats,
Pascal Plovie,1990,Belgium,72,55,52,72,—,0.0,fivethirtyeight_zstats,
Careca,1990,Brazil,88,87,64,92,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/careca-antonio.avif
Branco,1990,Brazil,85,80,73,91,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/branco.avif
Valdo,1990,Brazil,91,86,66,91,—,0.0,fivethirtyeight_zstats,
Ricardo Gomes,1990,Brazil,89,68,86,89,—,0.0,fivethirtyeight_zstats,
Alemao,1990,Brazil,85,79,79,88,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/alemao.avif
Müller,1990,Brazil,88,76,59,88,—,0.0,fivethirtyeight_zstats,
Dunga,1990,Brazil,87,76,81,85,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/dunga.avif
Jorginho,1990,Brazil,85,81,76,85,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/jorginho.avif
Mauro Galvao,1990,Brazil,84,69,78,84,—,0.0,fivethirtyeight_zstats,
Ricardo Rocha,1990,Brazil,80,63,71,80,—,0.0,fivethirtyeight_zstats,
Mozer,1990,Brazil,76,61,63,76,—,0.0,fivethirtyeight_zstats,
Romário,1990,Brazil,92,90,61,75,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/romario.avif
Cláudio Taffarel,1990,Brazil,87,14,90,73,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/taffarel-claudio.avif
François Omam-Biyik,1990,Cameroon,89,81,62,89,—,0.0,fivethirtyeight_zstats,
Roger Milla,1990,Cameroon,84,82,63,86,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/milla-roger.avif
Louis Mfede,1990,Cameroon,83,76,53,83,—,0.0,fivethirtyeight_zstats,
Stephen Tataw Eta,1990,Cameroon,82,74,67,82,—,0.0,fivethirtyeight_zstats,
Bertin Ebwelle Ndingue,1990,Cameroon,79,66,69,79,—,0.0,fivethirtyeight_zstats,
Cyrille Makanaky,1990,Cameroon,78,69,65,78,—,0.0,fivethirtyeight_zstats,
Emmanuel Kunde,1990,Cameroon,77,65,57,77,—,0.0,fivethirtyeight_zstats,
Victor Ndip Akem,1990,Cameroon,77,58,68,77,—,0.0,fivethirtyeight_zstats,
Emile Mbouh Mbouh,1990,Cameroon,76,63,62,76,—,0.0,fivethirtyeight_zstats,
Thomas Nkono,1990,Cameroon,76,10,76,76,—,0.0,fivethirtyeight_zstats,
Andre Kana-Biyik,1990,Cameroon,75,60,60,75,—,0.0,fivethirtyeight_zstats,
Benjamin Massing,1990,Cameroon,75,58,62,75,—,0.0,fivethirtyeight_zstats,
Jules Denis Onana,1990,Cameroon,75,58,65,75,—,0.0,fivethirtyeight_zstats,
Emmanuel Maboang,1990,Cameroon,74,61,52,74,—,0.0,fivethirtyeight_zstats,
Eugene Ekéké,1990,Cameroon,74,58,50,74,—,0.0,fivethirtyeight_zstats,
Jean-Claude Pagal,1990,Cameroon,73,60,52,73,—,0.0,fivethirtyeight_zstats,
Boneventure Djonkep,1990,Cameroon,72,55,50,72,—,0.0,fivethirtyeight_zstats,
Thomas Libiih,1990,Cameroon,72,56,52,72,—,0.0,fivethirtyeight_zstats,
Luis Fernando Herrera,1990,Colombia,87,78,75,87,—,0.0,fivethirtyeight_zstats,
Andrés Escobar,1990,Colombia,86,64,83,86,—,0.0,fivethirtyeight_zstats,
Carlos Valderrama,1990,Colombia,85,82,58,85,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/valderrama-carlos.avif
Leonel Alvarez,1990,Colombia,84,70,81,84,—,0.0,fivethirtyeight_zstats,
Freddy Rincon,1990,Colombia,83,78,60,83,—,0.0,fivethirtyeight_zstats,
Bernardo Redín,1990,Colombia,82,74,53,82,—,0.0,fivethirtyeight_zstats,
Gildardo Gómez,1990,Colombia,81,71,73,81,—,0.0,fivethirtyeight_zstats,
Carlos Enrique Estrada,1990,Colombia,79,70,54,79,—,0.0,fivethirtyeight_zstats,
Gabriel Gomez,1990,Colombia,79,63,74,79,—,0.0,fivethirtyeight_zstats,
Luis Carlos Perea,1990,Colombia,78,59,70,78,—,0.0,fivethirtyeight_zstats,
René Higuita,1990,Colombia,84,16,87,77,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/higuita-rene.avif
Arnoldo Iguarán,1990,Colombia,84,83,61,76,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/iguaran-arnoldo.avif
Luis Fajardo,1990,Colombia,76,62,54,76,—,0.0,fivethirtyeight_zstats,
Róger Flores,1990,Costa Rica,86,69,81,86,—,0.0,fivethirtyeight_zstats,
Héctor Marchena,1990,Costa Rica,84,65,81,84,—,0.0,fivethirtyeight_zstats,
Mauricio Montero,1990,Costa Rica,84,67,82,84,—,0.0,fivethirtyeight_zstats,
Juan Cayasso,1990,Costa Rica,83,76,64,83,—,0.0,fivethirtyeight_zstats,
José Carlos Chávez,1990,Costa Rica,82,72,63,82,—,0.0,fivethirtyeight_zstats,
Rónald González,1990,Costa Rica,80,71,70,80,—,0.0,fivethirtyeight_zstats,
Claudio Jara,1990,Costa Rica,79,69,56,79,—,0.0,fivethirtyeight_zstats,
Germán Chavarría,1990,Costa Rica,79,68,58,79,—,0.0,fivethirtyeight_zstats,
Hernán Medford,1990,Costa Rica,77,66,50,77,—,0.0,fivethirtyeight_zstats,
Oscar Ramírez,1990,Costa Rica,77,67,58,77,—,0.0,fivethirtyeight_zstats,
Róger Gómez,1990,Costa Rica,75,58,61,75,—,0.0,fivethirtyeight_zstats,
Gabelo Conejo,1990,Costa Rica,73,59,52,73,—,0.0,fivethirtyeight_zstats,
Marvin Obando,1990,Costa Rica,73,58,51,73,—,0.0,fivethirtyeight_zstats,
Alexandre Guimarães,1990,Costa Rica,72,57,50,72,—,0.0,fivethirtyeight_zstats,
Hermidio Barrantes,1990,Costa Rica,71,10,71,71,—,0.0,fivethirtyeight_zstats,
Tomás Skuhravý,1990,Czechoslovakia,84,79,69,93,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/skuhravy-tomas.avif
Michal Bílek,1990,Czechoslovakia,91,86,64,91,—,0.0,fivethirtyeight_zstats,
Miroslav Kadlec,1990,Czechoslovakia,87,69,84,87,—,0.0,fivethirtyeight_zstats,
Ivan Hasek,1990,Czechoslovakia,86,82,67,86,—,0.0,fivethirtyeight_zstats,
Lubomír Moravcik,1990,Czechoslovakia,85,81,58,85,—,0.0,fivethirtyeight_zstats,
Ivo Knoflicek,1990,Czechoslovakia,84,77,59,84,—,0.0,fivethirtyeight_zstats,
Lubos Kubik,1990,Czechoslovakia,82,76,62,82,—,0.0,fivethirtyeight_zstats,
Jozef Chovanec,1990,Czechoslovakia,80,75,63,80,—,0.0,fivethirtyeight_zstats,
Ján Kocian,1990,Czechoslovakia,79,59,71,79,—,0.0,fivethirtyeight_zstats,
Frantisek Straka,1990,Czechoslovakia,77,59,67,77,—,0.0,fivethirtyeight_zstats,
Václav Nemecek,1990,Czechoslovakia,75,59,59,75,—,0.0,fivethirtyeight_zstats,
Jan Stejskal,1990,Czechoslovakia,74,10,74,74,—,0.0,fivethirtyeight_zstats,
Stanislav Griga,1990,Czechoslovakia,74,58,50,74,—,0.0,fivethirtyeight_zstats,
Július Bielik,1990,Czechoslovakia,73,56,56,73,—,0.0,fivethirtyeight_zstats,
Vladimír Kinier,1990,Czechoslovakia,73,55,56,73,—,0.0,fivethirtyeight_zstats,
Vladimír Weiss,1990,Czechoslovakia,72,57,52,72,—,0.0,fivethirtyeight_zstats,
Hany Ramzy,1990,Egypt,85,61,82,85,—,0.0,fivethirtyeight_zstats,
Hesham Yakan,1990,Egypt,84,60,81,84,—,0.0,fivethirtyeight_zstats,
Magdy Abdelghani,1990,Egypt,84,72,71,84,—,0.0,fivethirtyeight_zstats,
Ibrahim Hassan Hussein,1990,Egypt,81,72,76,81,—,0.0,fivethirtyeight_zstats,
Rabie Yassein,1990,Egypt,80,67,72,80,—,0.0,fivethirtyeight_zstats,
Gamal Abdelhamid,1990,Egypt,79,64,60,79,—,0.0,fivethirtyeight_zstats,
Ismail Youseff,1990,Egypt,78,65,61,78,—,0.0,fivethirtyeight_zstats,
Ahmed Abdou El Kass,1990,Egypt,76,67,55,76,—,0.0,fivethirtyeight_zstats,
Ahmed Ramzy,1990,Egypt,76,64,60,76,—,0.0,fivethirtyeight_zstats,
Ahmed Shobeir,1990,Egypt,75,10,75,75,—,0.0,fivethirtyeight_zstats,
Hossam Hassan,1990,Egypt,75,67,57,75,—,0.0,fivethirtyeight_zstats,
Magdy Tolba,1990,Egypt,74,59,54,74,—,0.0,fivethirtyeight_zstats,
Osama Oraby,1990,Egypt,73,59,51,73,—,0.0,fivethirtyeight_zstats,
Adel Abdelrahman,1990,Egypt,72,55,51,72,—,0.0,fivethirtyeight_zstats,
Taher Abouzeid,1990,Egypt,72,55,53,72,—,0.0,fivethirtyeight_zstats,
Gary Lineker,1990,England,88,82,60,89,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/lineker-gary.avif
Paul Gascoigne,1990,England,86,87,64,88,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/gascoigne-paul.avif
Chris Waddle,1990,England,86,84,59,85,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/waddle-chris.avif
Mark Wright,1990,England,85,68,80,85,4th place,0.0,fivethirtyeight_zstats,
Des Walker,1990,England,82,59,78,82,4th place,0.0,fivethirtyeight_zstats,
Stuart Pearce,1990,England,86,77,82,82,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/pearce-stuart.avif
David Platt,1990,England,84,81,71,80,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/platt-david.avif
Paul Parker,1990,England,79,66,68,79,4th place,0.0,fivethirtyeight_zstats,
Terry Butcher,1990,England,79,60,70,79,4th place,0.0,fivethirtyeight_zstats,
John Barnes,1990,England,87,86,63,75,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/barnes-john.avif
Peter Shilton,1990,England,89,15,91,75,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/shilton-peter.avif
Bryan Robson,1990,England,87,80,81,73,4th place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/robson-bryan.avif
Gary Stevens,1990,England,73,57,53,73,4th place,0.0,fivethirtyeight_zstats,
Peter Beardsley,1990,England,73,59,54,73,4th place,0.0,fivethirtyeight_zstats,
Steve Bull,1990,England,73,57,51,73,4th place,0.0,fivethirtyeight_zstats,
Steve McMahon,1990,England,73,57,55,73,4th place,0.0,fivethirtyeight_zstats,
Trevor Steven,1990,England,73,58,52,73,4th place,0.0,fivethirtyeight_zstats,
Tony Dorigo,1990,England,72,58,50,72,4th place,0.0,fivethirtyeight_zstats,
Salvatore Schillaci,1990,Italy,84,82,58,90,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/schillaci-antonio.avif
Franco Baresi,1990,Italy,92,76,89,89,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/baresi-franco.avif
Roberto Donadoni,1990,Italy,88,84,65,87,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/donadoni-roberto.avif
Paolo Maldini,1990,Italy,93,77,90,86,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/maldini-paolo.avif
Roberto Baggio,1990,Italy,91,89,59,84,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/baggio-roberto.avif
Giuseppe Giannini,1990,Italy,85,82,65,82,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/giannini-giuseppe.avif
